simulation,d,c,n,target_n,lambda,q,t,converged,SpectralGapBefore,SpectralGapAfter,
0,4,0,513,1024.0,512.0,0.5,5,False,0.0,0.0,
0,4,1,512,1024.0,512.0,0.5,6,True,0.0,0.0,
0,4,2,495,1024.0,512.0,0.5,7,True,0.0,0.0,
0,4,3,495,1024.0,512.0,0.5,8,True,0.0,0.0,
0,4,4,506,1024.0,512.0,0.5,9,True,0.0,0.0,
0,4,5,474,1024.0,512.0,0.5,10,True,0.0,0.0,
0,4,6,477,1024.0,512.0,0.5,11,True,0.0,0.0,
0,4,7,467,1024.0,512.0,0.5,12,True,0.0,0.0,
0,4,8,480,1024.0,512.0,0.5,13,True,0.0,0.0,
0,4,9,484,1024.0,512.0,0.5,14,True,0.0,0.0,
0,4,10,512,1024.0,512.0,0.5,15,True,0.0,0.0,
0,4,11,530,1024.0,512.0,0.5,16,True,0.0,0.0,
0,4,12,510,1024.0,512.0,0.5,17,True,0.0,0.14488557745697683,
0,4,13,507,1024.0,512.0,0.5,18,True,0.0,0.0,
0,4,14,500,1024.0,512.0,0.5,19,True,0.0,0.0,
0,4,15,524,1024.0,512.0,0.5,20,True,0.0,0.0,
0,4,16,514,1024.0,512.0,0.5,21,True,0.0,0.0,
0,4,17,522,1024.0,512.0,0.5,22,True,0.0,0.0,
0,4,18,476,1024.0,512.0,0.5,23,True,0.0,0.0,
0,4,19,497,1024.0,512.0,0.5,24,True,0.0,0.0,
0,4,20,512,1024.0,512.0,0.5,25,True,0.0,0.16313515581256643,
0,4,21,484,1024.0,512.0,0.5,26,True,0.0,0.0,
0,4,22,510,1024.0,512.0,0.5,27,True,0.0,0.0,
0,4,23,490,1024.0,512.0,0.5,28,True,0.0,0.0,
0,4,24,490,1024.0,512.0,0.5,29,True,0.0,0.12711423281217105,
0,4,25,537,1024.0,512.0,0.5,30,True,0.0,0.0,
0,4,26,500,1024.0,512.0,0.5,31,True,0.0,0.0,
0,4,27,521,1024.0,512.0,0.5,32,True,0.0,0.15843716507316963,
0,4,28,503,1024.0,512.0,0.5,33,True,0.0,0.0,
0,4,29,487,1024.0,512.0,0.5,34,True,0.0,0.0,
0,4,30,524,1024.0,512.0,0.5,35,True,0.0,0.0,
0,4,31,544,1024.0,512.0,0.5,36,True,0.0,0.0,
0,4,32,469,1024.0,512.0,0.5,37,True,0.0,0.0,
0,4,33,484,1024.0,512.0,0.5,38,True,0.0,0.0,
0,4,34,531,1024.0,512.0,0.5,39,True,0.0,0.0,
0,4,35,531,1024.0,512.0,0.5,40,True,0.0,0.0,
0,4,36,507,1024.0,512.0,0.5,41,True,0.0,0.0,
0,4,37,506,1024.0,512.0,0.5,42,True,0.0,0.0,
0,4,38,511,1024.0,512.0,0.5,43,True,0.0,0.0,
0,4,39,488,1024.0,512.0,0.5,44,True,0.0,0.0,
0,4,40,500,1024.0,512.0,0.5,45,True,0.0,0.0,
0,4,41,508,1024.0,512.0,0.5,46,True,0.0,0.0,
0,4,42,490,1024.0,512.0,0.5,47,True,0.0,0.0,
0,4,43,488,1024.0,512.0,0.5,48,True,0.0,0.0,
0,4,44,509,1024.0,512.0,0.5,49,True,0.0,0.0,
0,4,45,507,1024.0,512.0,0.5,50,True,0.0,0.0,
0,4,46,530,1024.0,512.0,0.5,51,True,0.0,0.0,
0,4,47,524,1024.0,512.0,0.5,52,True,0.0,0.0,
0,4,48,514,1024.0,512.0,0.5,53,True,0.0,0.0,
0,4,49,528,1024.0,512.0,0.5,54,True,0.0,0.13003806505054538,
0,4,50,544,1024.0,512.0,0.5,55,True,0.0,0.16079743916456346,
0,4,51,523,1024.0,512.0,0.5,56,True,0.0,0.0,
0,4,52,542,1024.0,512.0,0.5,57,True,0.0,0.0,
0,4,53,518,1024.0,512.0,0.5,58,True,0.0,0.0,
0,4,54,512,1024.0,512.0,0.5,59,True,0.0,0.1535172610692308,
0,4,55,486,1024.0,512.0,0.5,60,True,0.0,0.0,
0,4,56,501,1024.0,512.0,0.5,61,True,0.0,0.0,
0,4,57,477,1024.0,512.0,0.5,62,True,0.0,0.0,
0,4,58,479,1024.0,512.0,0.5,63,True,0.0,0.0,
