simulation,d,c,t,lambda,beta,n,entering_nodes,exiting_nodes,informed_nodes,uninformed_nodes,percentage_informed,t_flood,process_status,flood_status,initiator,
0,4,1.5,177,40.96,0.02,2052,54,37,6,2046,0.0029239766081871343,1,True,None,14459,
0,4,1.5,178,40.96,0.02,2069,47,30,28,2041,0.013533107781536975,2,True,None,14459,
0,4,1.5,179,40.96,0.02,2079,52,42,113,1966,0.054353054353054354,3,True,None,14459,
0,4,1.5,180,40.96,0.02,2059,42,62,404,1655,0.19621175327829043,4,True,None,14459,
0,4,1.5,181,40.96,0.02,2054,41,46,1179,875,0.5740019474196689,5,True,None,14459,
0,4,1.5,182,40.96,0.02,2049,47,52,1965,84,0.95900439238653,6,True,None,14459,
0,4,1.5,183,40.96,0.02,2055,42,36,2055,0,1.0,7,True,None,14459,
0,4,1.5,184,40.96,0.02,2063,44,36,2063,0,1.0,8,True,None,14459,
0,4,1.5,185,40.96,0.02,2059,43,47,2059,0,1.0,9,True,None,14459,
0,4,1.5,186,40.96,0.02,2063,53,49,2063,0,1.0,10,True,None,14459,
0,4,1.5,187,40.96,0.02,2066,40,37,2066,0,1.0,11,True,None,14459,
0,4,1.5,188,40.96,0.02,2082,49,33,2082,0,1.0,12,True,None,14459,
0,4,1.5,189,40.96,0.02,2092,53,43,2092,0,1.0,13,True,None,14459,
0,4,1.5,190,40.96,0.02,2107,51,36,2107,0,1.0,14,True,None,14459,
0,4,1.5,191,40.96,0.02,2105,49,51,2105,0,1.0,15,True,None,14459,
0,4,1.5,192,40.96,0.02,2119,46,32,2119,0,1.0,16,True,None,14459,
0,4,1.5,193,40.96,0.02,2125,47,41,2125,0,1.0,17,True,None,14459,
0,4,1.5,194,40.96,0.02,2113,42,54,2113,0,1.0,18,True,None,14459,
0,4,1.5,195,40.96,0.02,2108,38,43,2108,0,1.0,19,True,None,14459,
0,4,1.5,196,40.96,0.02,2098,39,49,2098,0,1.0,20,True,None,14459,
0,4,1.5,197,40.96,0.02,2097,43,44,2097,0,1.0,21,True,None,14459,
0,4,1.5,198,40.96,0.02,2088,36,45,2088,0,1.0,22,True,None,14459,
0,4,1.5,199,40.96,0.02,2090,50,48,2090,0,1.0,23,True,None,14459,
0,4,1.5,200,40.96,0.02,2084,37,43,2084,0,1.0,24,True,None,14459,
0,4,1.5,201,40.96,0.02,2066,29,47,2066,0,1.0,25,True,None,14459,
0,4,1.5,202,40.96,0.02,2064,43,45,2064,0,1.0,26,True,None,14459,
0,4,1.5,203,40.96,0.02,2084,51,31,2084,0,1.0,27,True,None,14459,
0,4,1.5,204,40.96,0.02,2082,47,49,2082,0,1.0,28,True,None,14459,
0,4,1.5,205,40.96,0.02,2096,49,35,2096,0,1.0,29,True,None,14459,
0,4,1.5,206,40.96,0.02,2092,44,48,2092,0,1.0,30,True,None,14459,
0,4,1.5,207,40.96,0.02,2095,41,38,2095,0,1.0,31,True,None,14459,
0,4,1.5,208,40.96,0.02,2088,37,44,2088,0,1.0,32,True,None,14459,
0,4,1.5,209,40.96,0.02,2071,43,60,2071,0,1.0,33,True,None,14459,
0,4,1.5,210,40.96,0.02,2061,28,38,2061,0,1.0,34,True,None,14459,
0,4,1.5,211,40.96,0.02,2083,63,41,2083,0,1.0,35,True,None,14459,
0,4,1.5,212,40.96,0.02,2088,51,46,2088,0,1.0,36,True,None,14459,
0,4,1.5,213,40.96,0.02,2069,24,43,2069,0,1.0,37,True,None,14459,
0,4,1.5,214,40.96,0.02,2072,37,34,2072,0,1.0,38,True,None,14459,
0,4,1.5,215,40.96,0.02,2065,44,51,2065,0,1.0,39,True,None,14459,
0,4,1.5,216,40.96,0.02,2068,44,41,2068,0,1.0,40,True,None,14459,
