simulation,d,c,n,target_n,lambda,q,t,converged,SpectralGapBefore,SpectralGapAfter,
0,4,0,7760,8192.0,409.6,0.05,95,False,0.17769215034167307,0.1920707269995201,
0,4,1,7771,8192.0,409.6,0.05,96,True,0.17532521803303214,0.1894585400463259,
0,4,2,7820,8192.0,409.6,0.05,97,True,0.17604320610733903,0.19069090690265766,
0,4,3,7862,8192.0,409.6,0.05,98,True,0.1773848769127575,0.18978583047453634,
0,4,4,7840,8192.0,409.6,0.05,99,True,0.174764345325225,0.1908931957333344,
0,4,5,7875,8192.0,409.6,0.05,100,True,0.17548020343624549,0.19175603471886626,
0,4,6,7878,8192.0,409.6,0.05,101,True,0.0,0.18987203877904868,
0,4,7,7908,8192.0,409.6,0.05,102,True,0.1761037091403974,0.19102530193528833,
0,4,8,7913,8192.0,409.6,0.05,103,True,0.0,0.19054349386973057,
0,4,9,7934,8192.0,409.6,0.05,104,True,0.0,0.19018434756937286,
0,4,10,7932,8192.0,409.6,0.05,105,True,0.17372633018502726,0.19019446834101628,
0,4,11,7941,8192.0,409.6,0.05,106,True,0.17397880223018514,0.18855635922569502,
0,4,12,7940,8192.0,409.6,0.05,107,True,0.17476224769690074,0.19071332090848248,
0,4,13,7946,8192.0,409.6,0.05,108,True,0.1750665150970495,0.1902406265512867,
0,4,14,7969,8192.0,409.6,0.05,109,True,0.17453497663701623,0.19081782272950798,
0,4,15,7985,8192.0,409.6,0.05,110,True,0.1742083862868804,0.19077144389041745,
0,4,16,7964,8192.0,409.6,0.05,111,True,0.17390748284620527,0.19080957801058118,
0,4,17,7931,8192.0,409.6,0.05,112,True,0.1742274281335674,0.19092175965089986,
0,4,18,7925,8192.0,409.6,0.05,113,True,0.17515499962822545,0.18995113022566623,
0,4,19,7917,8192.0,409.6,0.05,114,True,0.0,0.18985114444457318,
0,4,20,7935,8192.0,409.6,0.05,115,True,0.17617495958689222,0.19039994227337254,
0,4,21,7924,8192.0,409.6,0.05,116,True,0.1743814695365712,0.19005754916439233,
0,4,22,7946,8192.0,409.6,0.05,117,True,0.0,0.19188225401011327,
0,4,23,7968,8192.0,409.6,0.05,118,True,0.17679516665115946,0.18940139169576375,
0,4,24,7958,8192.0,409.6,0.05,119,True,0.17617327810864836,0.18933763040411,
0,4,25,7986,8192.0,409.6,0.05,120,True,0.17488347006341698,0.19054787433082898,
0,4,26,7969,8192.0,409.6,0.05,121,True,0.17517383873399883,0.19035999338433807,
0,4,27,7911,8192.0,409.6,0.05,122,True,0.17442661182403674,0.19052954240687625,
0,4,28,7855,8192.0,409.6,0.05,123,True,0.17331052928272728,0.19022754157594668,
0,4,29,7836,8192.0,409.6,0.05,124,True,0.1737573615037571,0.1919391834974722,
0,4,30,7884,8192.0,409.6,0.05,125,True,0.17613881524604624,0.19076415846660577,
0,4,31,7869,8192.0,409.6,0.05,126,True,0.0,0.1905068001743193,
0,4,32,7896,8192.0,409.6,0.05,127,True,0.0,0.19210436956567223,
0,4,33,7925,8192.0,409.6,0.05,128,True,0.17543492340214728,0.18956057338248322,
0,4,34,7936,8192.0,409.6,0.05,129,True,0.1754442886265386,0.1895723663745873,
0,4,35,7947,8192.0,409.6,0.05,130,True,0.1742811881984342,0.1893782666701137,
0,4,36,8004,8192.0,409.6,0.05,131,True,0.17507035676076876,0.18999465190284948,
0,4,37,7992,8192.0,409.6,0.05,132,True,0.17430374410936222,0.19074035665218392,
0,4,38,7952,8192.0,409.6,0.05,133,True,0.0,0.18934174949497418,
0,4,39,8000,8192.0,409.6,0.05,134,True,0.17563031106323035,0.1915026494140588,
0,4,40,8022,8192.0,409.6,0.05,135,True,0.17595769117797366,0.19194133662846913,
0,4,41,8023,8192.0,409.6,0.05,136,True,0.17648033940191254,0.19092781153127292,
0,4,42,8033,8192.0,409.6,0.05,137,True,0.17441333667792358,0.19109039242559023,
0,4,43,8010,8192.0,409.6,0.05,138,True,0.0,0.19040721778167602,
0,4,44,7988,8192.0,409.6,0.05,139,True,0.17472659431674675,0.19106569224433523,
0,4,45,7992,8192.0,409.6,0.05,140,True,0.17496033124812027,0.187100645391872,
0,4,46,7969,8192.0,409.6,0.05,141,True,0.17227520338114533,0.1903175273802169,
0,4,47,7952,8192.0,409.6,0.05,142,True,0.17453775861848997,0.19118122165905327,
0,4,48,7954,8192.0,409.6,0.05,143,True,0.17421712737114048,0.19175648771012455,
0,4,49,7975,8192.0,409.6,0.05,144,True,0.17658321697291357,0.19047630334000532,
0,4,50,7995,8192.0,409.6,0.05,145,True,0.17794133144186564,0.19178204267176502,
0,4,51,8001,8192.0,409.6,0.05,146,True,0.17522635625421878,0.18966381429017565,
0,4,52,7987,8192.0,409.6,0.05,147,True,0.175641509426971,0.19013872443020774,
0,4,53,7967,8192.0,409.6,0.05,148,True,0.17405040866660093,0.18928507170056674,
0,4,54,7944,8192.0,409.6,0.05,149,True,0.17498949914673445,0.18960661944059265,
0,4,55,7898,8192.0,409.6,0.05,150,True,0.1739328602333995,0.19058804500463922,
0,4,56,7898,8192.0,409.6,0.05,151,True,0.17470467116934552,0.1881810904943273,
0,4,57,7905,8192.0,409.6,0.05,152,True,0.0,0.1883694034825586,
0,4,58,7924,8192.0,409.6,0.05,153,True,0.17604287817385555,0.19088312276722885,
0,4,59,7902,8192.0,409.6,0.05,154,True,0.17481437365411157,0.1904883273904978,
0,4,60,7904,8192.0,409.6,0.05,155,True,0.1744833171148289,0.1911008924733505,
0,4,61,7894,8192.0,409.6,0.05,156,True,0.17391728446248433,0.18934580261752176,
0,4,62,7893,8192.0,409.6,0.05,157,True,0.17585180345643558,0.1885958309626209,
0,4,63,7890,8192.0,409.6,0.05,158,True,0.17222307735668108,0.1895068111788213,
0,4,64,7873,8192.0,409.6,0.05,159,True,0.17488576313154447,0.19065063483506006,
0,4,65,7878,8192.0,409.6,0.05,160,True,0.1750479707256033,0.1890299959837768,
0,4,66,7852,8192.0,409.6,0.05,161,True,0.17219752516450149,0.189492064724059,
0,4,67,7887,8192.0,409.6,0.05,162,True,0.0,0.19179478761253488,
0,4,68,7883,8192.0,409.6,0.05,163,True,0.17423672583152183,0.18995122198444203,
0,4,69,7917,8192.0,409.6,0.05,164,True,0.17291750176007292,0.19113934518748787,
0,4,70,7922,8192.0,409.6,0.05,165,True,0.17348466288657893,0.18985433285525377,
0,4,71,7902,8192.0,409.6,0.05,166,True,0.1728026884517383,0.19041772867572382,
0,4,72,7935,8192.0,409.6,0.05,167,True,0.1739965925337299,0.1893492971897155,
0,4,73,7995,8192.0,409.6,0.05,168,True,0.0,0.19183474186521354,
0,4,74,7983,8192.0,409.6,0.05,169,True,0.0,0.1915203987568771,
0,4,75,7914,8192.0,409.6,0.05,170,True,0.17157313151827425,0.191686787384456,
0,4,76,7949,8192.0,409.6,0.05,171,True,0.17628796131168856,0.18986403079762848,
0,4,77,7982,8192.0,409.6,0.05,172,True,0.17561438670857088,0.19061002016368822,
0,4,78,7932,8192.0,409.6,0.05,173,True,0.0,0.19111524243652755,
0,4,79,7949,8192.0,409.6,0.05,174,True,0.17585518160626723,0.18949505571466363,
0,4,80,7941,8192.0,409.6,0.05,175,True,0.174920877509819,0.19037780875097499,
0,4,81,7911,8192.0,409.6,0.05,176,True,0.17369280588281488,0.1907345157853897,
